area_pixels, centroid_x, centroid_y, centroid_x_roi, centroid_y_roi, mean_coords_x, mean_coords_y, lado_px, image_width, image_height, mean_intensity, std_intensity, threshold, class
131.0,38.519,27.382,133.519,126.382,38.519,27.382,50,240,248,0.385,0.224,0.834,0
51.0,30.706,13.882,125.706,112.882,30.19,22.535,50,240,248,0.39,0.225,0.841,0
141.0,31.752,26.858,126.752,125.858,31.752,26.858,50,240,248,0.386,0.224,0.834,0
128.0,35.047,27.023,130.047,126.023,35.047,27.023,50,240,248,0.381,0.223,0.826,0
98.0,28.755,27.561,123.755,126.561,29.121,23.674,50,240,248,0.393,0.227,0.847,0
167.0,34.263,18.904,129.263,117.904,34.263,18.904,50,240,248,0.391,0.228,0.846,0
144.0,25.188,11.681,120.188,110.681,25.17,12.712,50,240,248,0.387,0.228,0.842,0
123.0,22.618,11.285,117.618,110.285,22.62,14.313,50,240,248,0.387,0.225,0.837,0
141.0,23.73,26.241,118.73,125.241,23.624,24.752,50,240,248,0.398,0.233,0.865,0
131.0,20.008,26.435,115.008,125.435,20.071,24.129,50,240,248,0.393,0.232,0.857,0
119.0,33.521,11.773,128.521,110.773,33.559,12.772,50,240,248,0.393,0.226,0.845,0
105.0,18.419,27.514,113.419,126.514,18.604,23.813,50,240,248,0.388,0.225,0.837,0
137.0,32.0,26.029,127.0,125.029,32.0,26.029,50,240,248,0.384,0.224,0.832,0
133.0,22.226,12.068,117.226,111.068,22.191,12.375,50,240,248,0.379,0.218,0.815,0
166.0,23.289,13.319,118.289,112.319,23.289,13.319,50,240,248,0.384,0.228,0.841,0
164.0,23.226,18.872,118.226,117.872,23.226,18.872,50,240,248,0.379,0.225,0.829,0
181.0,24.293,15.95,119.293,114.95,24.293,15.95,50,240,248,0.382,0.231,0.843,0
167.0,27.701,12.581,122.701,111.581,27.701,12.581,50,240,248,0.381,0.225,0.832,0
171.0,26.772,12.363,121.772,111.363,26.772,12.363,50,240,248,0.379,0.223,0.824,0
147.0,23.503,11.993,118.503,110.993,23.503,11.993,50,240,248,0.369,0.212,0.793,0
127.0,31.417,12.929,126.417,111.929,31.417,12.929,50,240,248,0.378,0.219,0.816,0
126.0,28.714,14.381,123.714,113.381,29.058,15.755,50,240,248,0.399,0.238,0.874,0
132.0,23.955,11.697,118.955,110.697,23.955,11.697,50,240,248,0.368,0.209,0.786,0
175.0,23.571,12.651,118.571,111.651,23.571,12.651,50,240,248,0.395,0.237,0.869,0
46.0,21.696,14.761,116.696,113.761,27.254,22.563,50,240,248,0.389,0.229,0.847,0
173.0,23.197,23.312,118.197,122.312,23.197,23.312,50,240,248,0.381,0.224,0.828,0
186.0,24.634,22.296,119.634,121.296,24.634,22.296,50,240,248,0.382,0.23,0.842,0
61.0,22.115,15.377,117.115,114.377,30.162,18.211,50,240,248,0.397,0.241,0.88,0
27.0,22.593,15.815,117.593,114.815,35.883,19.504,50,240,248,0.387,0.228,0.843,0
163.0,28.429,12.675,123.429,111.675,28.429,12.675,50,240,248,0.379,0.224,0.826,0
199.0,24.472,21.754,119.472,120.754,24.472,21.754,50,240,248,0.386,0.233,0.853,0
128.0,27.586,26.594,122.586,125.594,27.609,24.141,50,240,248,0.378,0.22,0.819,0
138.0,28.964,12.0,123.964,111.0,28.964,12.0,50,240,248,0.377,0.216,0.81,0
75.0,23.227,28.267,118.227,127.267,24.195,19.072,50,240,248,0.393,0.238,0.868,0
162.0,28.216,24.309,123.216,123.309,28.216,24.309,50,240,248,0.38,0.224,0.828,0
157.0,26.465,12.783,121.465,111.783,26.465,12.783,50,240,248,0.377,0.22,0.818,0
138.0,36.616,12.659,131.616,111.659,36.616,12.659,50,240,248,0.37,0.213,0.795,0
103.0,33.68,27.262,128.68,126.262,34.712,20.847,50,240,248,0.39,0.235,0.861,0
128.0,30.125,26.258,125.125,125.258,30.418,23.747,50,240,248,0.38,0.225,0.831,0
124.0,31.815,26.46,126.815,125.46,31.91,22.898,50,240,248,0.385,0.23,0.845,0
99.0,32.0,26.444,127.0,125.444,32.96,19.626,50,240,248,0.38,0.222,0.824,0
151.0,31.318,25.748,126.318,124.748,31.318,25.748,50,240,248,0.381,0.226,0.833,0
83.0,31.313,27.747,126.313,126.747,32.529,19.672,50,240,248,0.382,0.226,0.834,0
153.0,26.072,11.569,121.072,110.569,26.072,11.569,50,240,248,0.375,0.217,0.809,0
144.0,34.326,12.75,129.326,111.75,34.326,12.75,50,240,248,0.383,0.227,0.836,0
165.0,29.752,12.352,124.752,111.352,29.752,12.352,50,240,248,0.392,0.233,0.857,0
145.0,27.903,12.786,122.903,111.786,27.903,12.786,50,240,248,0.383,0.224,0.831,0
149.0,36.839,12.617,131.839,111.617,36.839,12.617,50,240,248,0.375,0.219,0.814,0
122.0,18.336,11.697,113.336,110.697,18.336,11.697,50,240,248,0.378,0.216,0.81,0
136.0,23.426,12.478,118.426,111.478,23.426,12.478,50,240,248,0.38,0.222,0.824,0
124.0,23.363,11.968,118.363,110.968,23.363,11.968,50,240,248,0.381,0.221,0.822,0
126.0,22.151,12.556,117.151,111.556,22.151,12.556,50,240,248,0.377,0.215,0.807,0
146.0,25.699,11.61,120.699,110.61,25.699,11.61,50,240,248,0.37,0.211,0.791,0
129.0,25.388,10.636,120.388,109.636,25.388,10.636,50,240,248,0.368,0.207,0.781,0
186.0,25.312,15.855,120.312,114.855,25.312,15.855,50,240,248,0.383,0.229,0.842,0
141.0,24.986,10.745,119.986,109.745,24.986,10.745,50,240,248,0.37,0.209,0.788,0
145.0,25.455,10.752,120.455,109.752,25.455,10.752,50,240,248,0.377,0.215,0.807,0
148.0,24.162,11.236,119.162,110.236,24.162,11.236,50,240,248,0.373,0.214,0.802,0
179.0,24.235,18.536,119.235,117.536,24.235,18.536,50,240,248,0.376,0.217,0.809,0
145.0,29.09,11.821,124.09,110.821,29.09,11.821,50,240,248,0.393,0.234,0.862,0
190.0,24.574,18.505,119.574,117.505,24.574,18.505,50,240,248,0.388,0.233,0.853,0
167.0,27.419,14.275,122.419,113.275,27.419,14.275,50,240,248,0.374,0.219,0.811,0
108.0,25.306,12.074,120.306,111.074,25.39,15.61,50,240,248,0.388,0.224,0.835,0
137.0,25.234,12.854,120.234,111.854,25.184,13.213,50,240,248,0.377,0.216,0.81,0
176.0,28.307,18.722,123.307,117.722,28.307,18.722,50,240,248,0.377,0.225,0.826,0
159.0,27.377,12.491,122.377,111.491,27.377,12.491,50,240,248,0.372,0.215,0.802,0
157.0,26.745,12.72,121.745,111.72,26.745,12.72,50,240,248,0.386,0.225,0.837,0
74.0,30.189,26.365,125.189,125.365,30.933,17.491,50,240,248,0.384,0.225,0.834,0
186.0,27.946,20.167,122.946,119.167,27.946,20.167,50,240,248,0.381,0.229,0.838,0
158.0,25.247,12.937,120.247,111.937,25.247,12.937,50,240,248,0.378,0.219,0.816,0
138.0,23.297,26.529,118.297,125.529,23.297,26.529,50,240,248,0.382,0.222,0.826,0
168.0,25.905,13.768,120.905,112.768,25.905,13.768,50,240,248,0.376,0.221,0.819,0
128.0,26.562,26.227,121.562,125.227,26.62,26.147,50,240,248,0.387,0.229,0.845,0
143.0,22.965,13.07,117.965,112.07,22.965,13.07,50,240,248,0.372,0.212,0.796,0
184.0,33.571,18.136,128.571,117.136,33.571,18.136,50,240,248,0.383,0.232,0.848,0
175.0,24.229,14.291,119.229,113.291,24.229,14.291,50,240,248,0.383,0.225,0.832,0
161.0,31.969,19.957,126.969,118.957,31.969,19.957,50,240,248,0.38,0.224,0.827,0
151.0,23.563,13.272,118.563,112.272,23.563,13.272,50,240,248,0.376,0.218,0.812,0
172.0,19.581,14.988,114.581,113.988,19.581,14.988,50,240,248,0.38,0.226,0.832,0
178.0,30.86,22.18,125.86,121.18,30.86,22.18,50,240,248,0.384,0.228,0.84,0
117.0,23.368,26.333,118.368,125.333,24.078,22.961,50,240,248,0.379,0.221,0.822,0
139.0,25.532,25.691,120.532,124.691,25.532,25.691,50,240,248,0.372,0.215,0.801,0
158.0,24.943,25.589,119.943,124.589,24.943,25.589,50,240,248,0.38,0.225,0.831,0
147.0,28.116,24.415,123.116,123.415,28.116,24.415,50,240,248,0.38,0.221,0.823,0
123.0,27.358,26.504,122.358,125.504,27.358,26.504,50,240,248,0.37,0.212,0.795,0
141.0,25.092,25.645,120.092,124.645,25.092,25.645,50,240,248,0.38,0.221,0.823,0
168.0,24.119,24.226,119.119,123.226,24.119,24.226,50,240,248,0.381,0.224,0.829,0
127.0,29.126,25.866,124.126,124.866,29.126,25.866,50,240,248,0.372,0.213,0.798,0
148.0,21.128,11.284,116.128,110.284,21.128,11.284,50,240,248,0.376,0.214,0.804,0
140.0,24.464,11.986,119.464,110.986,24.464,11.986,50,240,248,0.378,0.215,0.807,0
115.0,22.548,27.2,117.548,126.2,22.746,21.994,50,240,248,0.397,0.233,0.862,0
145.0,20.4,11.586,115.4,110.586,20.4,11.586,50,240,248,0.38,0.217,0.813,0
148.0,24.203,11.365,119.203,110.365,24.203,11.365,50,240,248,0.379,0.218,0.814,0
165.0,23.145,12.17,118.145,111.17,23.145,12.17,50,240,248,0.397,0.232,0.861,0
141.0,25.787,11.993,120.787,110.993,25.787,11.993,50,240,248,0.374,0.211,0.797,0
129.0,26.163,11.783,121.163,110.783,26.163,11.783,50,240,248,0.374,0.211,0.796,0
140.0,22.093,11.764,117.093,110.764,22.093,11.764,50,240,248,0.373,0.212,0.797,0
131.0,22.183,12.008,117.183,111.008,22.183,12.008,50,240,248,0.381,0.219,0.818,0
131.0,20.611,11.656,115.611,110.656,20.707,13.415,50,240,248,0.387,0.225,0.837,0
143.0,24.58,12.175,119.58,111.175,24.58,12.175,50,240,248,0.373,0.214,0.802,0
141.0,19.248,10.957,114.248,109.957,19.248,10.957,50,240,248,0.373,0.214,0.802,0
144.0,26.819,11.674,121.819,110.674,26.819,11.674,50,240,248,0.374,0.212,0.798,0
153.0,27.163,11.667,122.163,110.667,27.163,11.667,50,240,248,0.377,0.217,0.81,0
157.0,26.064,11.28,121.064,110.28,26.064,11.28,50,240,248,0.382,0.22,0.823,0
147.0,25.109,11.816,120.109,110.816,25.109,11.816,50,240,248,0.377,0.214,0.805,0
162.0,22.302,11.802,117.302,110.802,22.302,11.802,50,240,248,0.382,0.222,0.826,0
138.0,33.87,12.732,128.87,111.732,33.87,12.732,50,240,248,0.375,0.22,0.815,0
163.0,22.178,12.27,117.178,111.27,22.178,12.27,50,240,248,0.39,0.232,0.853,0
128.0,25.242,11.977,120.242,110.977,25.583,15.423,50,240,248,0.387,0.227,0.842,0
136.0,21.206,12.279,116.206,111.279,21.206,12.279,50,240,248,0.381,0.218,0.816,0
129.0,22.217,11.612,117.217,110.612,22.336,13.189,50,240,248,0.385,0.223,0.831,0
150.0,25.407,12.187,120.407,111.187,25.407,12.187,50,240,248,0.38,0.22,0.82,0
121.0,31.388,12.76,126.388,111.76,31.388,12.76,50,240,248,0.372,0.214,0.8,0
144.0,27.132,12.104,122.132,111.104,27.132,12.104,50,240,248,0.374,0.213,0.799,0
131.0,32.282,12.489,127.282,111.489,32.511,13.095,50,240,248,0.38,0.223,0.826,0
145.0,27.593,12.986,122.593,111.986,27.593,12.986,50,240,248,0.376,0.216,0.808,0
196.0,27.969,21.531,122.969,120.531,27.969,21.531,50,240,248,0.396,0.242,0.88,0
23.0,19.087,11.696,114.087,110.696,21.012,23.788,50,240,248,0.389,0.233,0.856,0
132.0,31.47,11.311,126.47,110.311,31.474,11.429,50,240,248,0.389,0.228,0.844,0
134.0,22.619,11.731,117.619,110.731,22.619,11.731,50,240,248,0.385,0.222,0.829,0
135.0,20.541,20.659,115.541,119.659,20.603,20.713,50,240,248,0.392,0.234,0.861,0
158.0,21.139,13.399,116.139,112.399,21.139,13.399,50,240,248,0.38,0.22,0.82,0
126.0,19.992,11.937,114.992,110.937,20.443,15.089,50,240,248,0.382,0.222,0.826,0
180.0,27.261,16.533,122.261,115.533,27.261,16.533,50,240,248,0.388,0.23,0.849,0
180.0,33.122,13.706,128.122,112.706,33.122,13.706,50,240,248,0.383,0.23,0.843,0
143.0,28.762,12.503,123.762,111.503,28.762,12.503,50,240,248,0.376,0.217,0.81,0
128.0,30.156,12.219,125.156,111.219,30.219,13.877,50,240,248,0.374,0.217,0.808,0
184.0,29.701,17.538,124.701,116.538,29.701,17.538,50,240,248,0.383,0.225,0.833,0
175.0,29.794,17.343,124.794,116.343,29.794,17.343,50,240,248,0.378,0.22,0.819,0
160.0,32.481,12.931,127.481,111.931,32.481,12.931,50,240,248,0.375,0.221,0.816,0
123.0,22.715,12.455,117.715,111.455,22.606,14.599,50,240,248,0.393,0.232,0.857,0
159.0,30.616,12.994,125.616,111.994,30.616,12.994,50,240,248,0.373,0.217,0.807,0
150.0,31.78,12.953,126.78,111.953,31.78,12.953,50,240,248,0.371,0.215,0.801,0
117.0,31.154,12.0,126.154,111.0,32.251,16.323,50,240,248,0.378,0.223,0.825,0
134.0,24.343,11.903,119.343,110.903,24.343,11.903,50,240,248,0.376,0.215,0.805,0
165.0,30.442,12.564,125.442,111.564,30.442,12.564,50,240,248,0.374,0.219,0.812,0
154.0,25.468,12.838,120.468,111.838,25.468,12.838,50,240,248,0.379,0.221,0.822,0
120.0,30.983,26.783,125.983,125.783,32.686,22.514,50,240,248,0.382,0.23,0.843,0
172.0,33.721,25.506,128.721,124.506,33.721,25.506,50,240,248,0.378,0.228,0.835,0
156.0,32.237,23.994,127.237,122.994,32.237,23.994,50,240,248,0.378,0.224,0.827,0
126.0,34.746,26.913,129.746,125.913,34.796,24.115,50,240,248,0.378,0.223,0.824,0
113.0,32.301,26.788,127.301,125.788,33.228,23.494,50,240,248,0.383,0.23,0.843,0
172.0,29.186,15.901,124.186,114.901,29.186,15.901,50,240,248,0.392,0.235,0.861,0
145.0,33.648,26.993,128.648,125.993,33.821,26.417,50,240,248,0.381,0.226,0.834,0
135.0,30.37,26.178,125.37,125.178,30.37,26.178,50,240,248,0.363,0.211,0.785,0
152.0,32.118,25.612,127.118,124.612,32.118,25.612,50,240,248,0.368,0.217,0.801,0
141.0,30.397,26.901,125.397,125.901,30.397,26.901,50,240,248,0.361,0.208,0.776,0
130.0,30.338,26.6,125.338,125.6,30.338,26.6,50,240,248,0.357,0.204,0.766,0
140.0,29.893,26.514,124.893,125.514,29.893,26.514,50,240,248,0.368,0.214,0.795,0
141.0,32.915,26.418,127.915,125.418,32.915,26.418,50,240,248,0.367,0.216,0.799,0
134.0,25.373,25.627,120.373,124.627,25.373,25.627,50,240,248,0.366,0.211,0.787,0
143.0,31.028,25.944,126.028,124.944,31.028,25.944,50,240,248,0.361,0.21,0.781,0
109.0,29.0,11.294,124.0,110.294,28.914,15.743,50,240,248,0.389,0.23,0.849,0
179.0,30.927,20.0,125.927,119.0,30.927,20.0,50,240,248,0.381,0.227,0.835,0
145.0,31.717,12.386,126.717,111.386,31.717,12.386,50,240,248,0.376,0.219,0.814,0
135.0,29.007,12.252,124.007,111.252,29.007,12.252,50,240,248,0.363,0.206,0.775,0
150.0,31.827,25.753,126.827,124.753,31.827,25.753,50,240,248,0.366,0.215,0.796,0
141.0,33.518,12.319,128.518,111.319,33.518,12.319,50,240,248,0.388,0.23,0.848,0
131.0,29.115,12.153,124.115,111.153,29.115,12.153,50,240,248,0.367,0.209,0.785,0
108.0,35.065,12.148,130.065,111.148,35.146,17.285,50,240,248,0.371,0.216,0.803,0
37.0,32.595,28.541,127.595,127.541,33.601,16.439,50,240,248,0.374,0.218,0.81,0
138.0,27.413,12.268,122.413,111.268,27.413,12.268,50,240,248,0.367,0.21,0.787,0
153.0,26.275,11.791,121.275,110.791,26.275,11.791,50,240,248,0.375,0.218,0.81,0
74.0,28.932,11.216,123.932,110.216,30.079,21.051,50,240,248,0.387,0.229,0.844,0
132.0,26.977,11.674,121.977,110.674,26.977,11.674,50,240,248,0.369,0.21,0.789,0
136.0,30.566,13.022,125.566,112.022,30.234,16.766,50,240,248,0.392,0.239,0.869,0
143.0,30.874,12.021,125.874,111.021,30.874,12.021,50,240,248,0.378,0.221,0.819,0
151.0,27.483,12.464,122.483,111.464,27.483,12.464,50,240,248,0.379,0.223,0.826,0
176.0,28.898,20.489,123.898,119.489,28.898,20.489,50,240,248,0.386,0.235,0.856,0
136.0,25.926,12.853,120.926,111.853,25.926,12.853,50,240,248,0.38,0.219,0.819,0
161.0,26.739,18.764,121.739,117.764,26.739,18.764,50,240,248,0.386,0.23,0.846,0
200.0,30.685,21.51,125.685,120.51,30.685,21.51,50,240,248,0.394,0.241,0.877,0
154.0,29.266,21.273,124.266,120.273,29.266,21.273,50,240,248,0.388,0.235,0.858,0
132.0,27.432,21.0,122.432,120.0,27.552,21.075,50,240,248,0.387,0.231,0.85,0
167.0,31.162,12.054,126.162,111.054,31.162,12.054,50,240,248,0.383,0.226,0.836,0
130.0,32.3,11.877,127.3,110.877,32.3,11.877,50,240,248,0.372,0.214,0.801,0
83.0,29.904,27.747,124.904,126.747,30.484,20.148,50,240,248,0.385,0.224,0.832,0
114.0,28.456,26.825,123.456,125.825,28.532,22.825,50,240,248,0.384,0.228,0.84,0
137.0,25.336,11.38,120.336,110.38,25.331,12.534,50,240,248,0.385,0.223,0.832,0
157.0,22.777,22.911,117.777,121.911,22.777,22.911,50,240,248,0.375,0.218,0.81,0
134.0,22.56,11.918,117.56,110.918,22.642,14.654,50,240,248,0.386,0.227,0.84,0
150.0,22.4,24.06,117.4,123.06,22.4,24.06,50,240,248,0.37,0.215,0.8,0
153.0,27.915,14.131,122.915,113.131,27.915,14.131,50,240,248,0.378,0.22,0.818,0
177.0,25.418,23.65,120.418,122.65,25.418,23.65,50,240,248,0.386,0.228,0.843,0
161.0,21.484,20.379,116.484,119.379,21.699,20.542,50,240,248,0.382,0.226,0.834,0
135.0,25.77,11.593,120.77,110.593,25.77,11.593,50,240,248,0.384,0.219,0.822,0
93.0,21.914,28.043,116.914,127.043,22.34,21.748,50,240,248,0.377,0.216,0.809,0
125.0,23.352,27.096,118.352,126.096,23.33,21.471,50,240,248,0.392,0.235,0.862,0
147.0,28.782,11.544,123.782,110.544,28.782,11.544,50,240,248,0.393,0.227,0.846,0
127.0,29.583,11.543,124.583,110.543,29.55,12.107,50,240,248,0.391,0.225,0.842,0
145.0,26.145,11.766,121.145,110.766,26.145,11.766,50,240,248,0.375,0.215,0.805,0
138.0,25.609,11.993,120.609,110.993,25.609,11.993,50,240,248,0.374,0.211,0.796,0
145.0,28.359,12.221,123.359,111.221,28.359,12.221,50,240,248,0.379,0.216,0.811,0
146.0,27.075,11.986,122.075,110.986,27.075,11.986,50,240,248,0.377,0.215,0.807,0
172.0,28.395,16.11,123.395,115.11,28.395,16.11,50,240,248,0.396,0.235,0.865,0
181.0,25.901,20.785,120.901,119.785,25.901,20.785,50,240,248,0.388,0.232,0.852,0
164.0,26.463,21.506,121.463,120.506,26.463,21.506,50,240,248,0.379,0.225,0.83,0
125.0,34.224,12.08,129.224,111.08,34.206,12.756,50,240,248,0.396,0.231,0.859,0
117.0,32.043,12.453,127.043,111.453,31.992,13.76,50,240,248,0.383,0.222,0.828,0
143.0,30.287,12.406,125.287,111.406,30.287,12.406,50,240,248,0.374,0.217,0.808,0
104.0,37.692,12.875,132.692,111.875,37.822,15.24,50,240,248,0.383,0.221,0.824,0
118.0,38.025,12.034,133.025,111.034,37.898,13.203,50,240,248,0.395,0.233,0.861,0
156.0,27.968,13.013,122.968,112.013,27.968,13.013,50,240,248,0.376,0.22,0.815,0
196.0,19.77,18.898,114.77,117.898,19.77,18.898,50,240,248,0.4,0.241,0.882,0
41.0,22.878,14.244,117.878,113.244,29.393,23.8,50,240,248,0.397,0.233,0.863,0
47.0,21.723,15.106,116.723,114.106,28.935,22.741,50,240,248,0.394,0.23,0.854,0
163.0,33.681,12.356,128.681,111.356,33.681,12.356,50,240,248,0.382,0.226,0.834,0
199.0,22.678,12.864,117.678,111.864,22.678,12.864,50,240,248,0.403,0.245,0.893,0
193.0,26.326,21.684,121.326,120.684,26.326,21.684,50,240,248,0.39,0.239,0.869,0
147.0,37.891,12.633,132.891,111.633,37.891,12.633,50,240,248,0.384,0.23,0.844,0
150.0,29.32,12.187,124.32,111.187,29.32,12.187,50,240,248,0.373,0.215,0.804,0
150.0,34.48,14.007,129.48,113.007,34.497,14.119,50,240,248,0.382,0.222,0.826,0
194.0,29.928,16.794,124.928,115.794,29.928,16.794,50,240,248,0.386,0.233,0.852,0
171.0,27.257,20.234,122.257,119.234,27.257,20.234,50,240,248,0.374,0.222,0.818,0
131.0,24.298,12.038,119.298,111.038,24.298,12.038,50,240,248,0.379,0.219,0.816,0
116.0,25.147,26.379,120.147,125.379,25.907,20.753,50,240,248,0.39,0.232,0.855,0
126.0,30.563,12.762,125.563,111.762,30.445,15.632,50,240,248,0.381,0.224,0.83,0
150.0,25.147,11.9,120.147,110.9,25.147,11.9,50,240,248,0.383,0.223,0.829,0
115.0,22.435,27.183,117.435,126.183,23.126,23.642,50,240,248,0.377,0.217,0.811,0
132.0,23.682,11.848,118.682,110.848,23.682,11.848,50,240,248,0.376,0.217,0.811,0
105.0,25.79,26.914,120.79,125.914,26.811,20.027,50,240,248,0.389,0.233,0.854,0
4.0,23.5,19.5,118.5,118.5,27.852,19.665,50,240,248,0.38,0.223,0.825,0
152.0,27.118,12.276,122.118,111.276,27.118,12.276,50,240,248,0.379,0.224,0.827,0
172.0,30.924,18.023,125.924,117.023,30.924,18.023,50,240,248,0.379,0.227,0.832,0
120.0,26.583,26.117,121.583,125.117,26.831,21.055,50,240,248,0.386,0.229,0.843,0
169.0,28.0,19.237,123.0,118.237,28.0,19.237,50,240,248,0.383,0.229,0.841,0
28.0,27.071,28.179,122.071,127.179,30.182,15.703,50,240,248,0.386,0.229,0.843,0
150.0,27.133,11.9,122.133,110.9,27.133,11.9,50,240,248,0.383,0.224,0.831,0
117.0,28.641,12.872,123.641,111.872,28.322,17.503,50,240,248,0.382,0.226,0.833,0
141.0,29.681,12.433,124.681,111.433,29.681,12.433,50,240,248,0.373,0.215,0.803,0
146.0,29.082,11.863,124.082,110.863,29.082,11.863,50,240,248,0.377,0.218,0.812,0
141.0,25.667,12.241,120.667,111.241,25.667,12.241,50,240,248,0.373,0.213,0.799,0
109.0,31.826,27.385,126.826,126.385,32.238,21.773,50,240,248,0.386,0.23,0.846,0
112.0,29.179,11.598,124.179,110.598,29.468,14.965,50,240,248,0.376,0.214,0.804,0
89.0,29.326,27.966,124.326,126.966,30.291,20.861,50,240,248,0.381,0.221,0.822,0
110.0,30.664,28.291,125.664,127.291,31.087,25.116,50,240,248,0.388,0.228,0.844,0
130.0,27.585,12.231,122.585,111.231,27.585,12.231,50,240,248,0.378,0.218,0.814,0
131.0,24.473,12.137,119.473,111.137,24.473,12.137,50,240,248,0.38,0.219,0.817,0
143.0,28.706,12.413,123.706,111.413,28.706,12.413,50,240,248,0.37,0.214,0.799,0
95.0,31.358,27.747,126.358,126.747,31.681,23.035,50,240,248,0.376,0.219,0.814,0
108.0,31.824,26.87,126.824,125.87,32.453,20.674,50,240,248,0.382,0.226,0.833,0
167.0,30.455,14.916,125.455,113.916,30.455,14.916,50,240,248,0.379,0.224,0.827,0
161.0,29.441,23.435,124.441,122.435,29.441,23.435,50,240,248,0.379,0.223,0.825,0
143.0,34.392,12.406,129.392,111.406,34.392,12.406,50,240,248,0.38,0.221,0.821,0
119.0,29.597,26.866,124.597,125.866,30.381,23.312,50,240,248,0.384,0.23,0.843,0
142.0,30.775,12.028,125.775,111.028,30.806,12.243,50,240,248,0.385,0.225,0.836,0
117.0,31.265,28.077,126.265,127.077,31.608,24.536,50,240,248,0.383,0.226,0.836,0
